TOKENS;AI;GAMING;MEMES;top;Symbol;1h%;24h%;7d%;Volumen (24h) USD;Volumen (24h) Tokens;ACC. CIRCULACION;CAP. USD;Precio USD;Alameda Research;Arrington XRP Capital;Binance Labs;Blockchain Capital;CMS Holdings;Coinfund;DCG;DeFiance Capital;DWF Labs;eGirl Capital;Fabric Ventures;Fenbushi Capital;Multicoin Capital;Pantera Capital;Paradigm;Placeholder Ventures;Play_To_Earn;Polychain Capital;Three Arrows Capital;USV;BITCOIN;CARDANO;ETHERIUM;SOLANA;TRON;OTHER
My DeFi Pet;0;1;0;1498.0;DPET;-0.17;1.43;-12.39;58313.0;1067054.0;41657911.0;2277013.0;0.05465;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Arcade;0;1;0;3247.0;ARC;-2.6;-8.23;-32.0;241139.0;2187707.0;10060871.0;1108953.0;0.1102;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Heroes of Mavia;0;1;0;455.0;MAVIA;0.28;0.03;-39.97;33360891.0;11319729.0;30000396.0;88194062.0;2.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Guufy;0;0;1;2701.0;GUUFY;-2.27;-15.15;4.56;1238119.0;3884818745.0;6894988084.0;2197480.0;0.0003187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
COMBO;0;1;0;622.0;COMBO;0.75;1.29;-30.85;3464914.0;5202372.0;71051748.0;47370458.0;0.6675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Pegaxy;0;1;0;5249.0;PGX;0.0;-0.06;-14.43;7867.0;583308.0;204834406.0;2762547.0;0.01349;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Degen;0;0;1;221.0;DEGEN;2.27;10.66;-13.88;54499106.0;1926539410.0;14179608879.0;402107520.0;0.02829;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GMT;0;1;0;138.0;GMT;1.28;0.32;-16.79;67551234.0;284674513.0;1938798778.0;460134777.0;0.2373;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
KAP Games;0;1;0;3324.0;KAP;0.36;-1.41;-18.63;203100.0;1887572.0;127128262.0;13678833.0;0.1077;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
simbawifhat;0;0;1;5605.0;SWH;0.72;-12.18;0.91;3624.0;384717325.0;9000000000.0;84773.0;9,42E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
MILEI Token;0;0;1;5857.0;MILEI;0.0;-5.62;-57.94;2026.0;28609.0;10000000.0;708226.0;0.07082;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
OriginTrail;1;0;0;175.0;TRAC;1.11;-1.33;-8.23;3540572.0;3840748.0;405356579.0;374007530.0;0.9213;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Chief Troll Officer;0;0;1;7160.0;CTO;0.09;0.76;-26.65;103.0;7074537.0;1000000000.0;14554.0;1,46E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MonaCoin;0;0;1;811.0;MONA;-0.26;5.84;-16.4;1073139.0;2966717.0;65729675.0;23772985.0;0.3617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
IDOLINU;0;0;1;6286.0;IDOL;0.0;15.93;-31.97;796.0;30890528.0;1000000000.0;25765.0;2,58E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
EGG ETH;0;0;1;6606.0;EGG;0.0;0.85;-15.52;390.0;13904010.0;6000000000.0;168293.0;2,81E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TruthGPT;0;0;1;6516.0;TRUTH;0.0;-6.22;-23.15;482.0;3328073.0;1000000000.0;144757.0;0.0001448;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
AIOZ Network;1;0;0;107.0;AIOZ;-0.77;-1.6;-4.6;10085173.0;16076538.0;1087699200.0;682118277.0;0.6279;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
MetaShooter;0;1;0;2070.0;MHUNT;0.03;-1.36;-13.04;74273.0;12021160.0;32260173.0;199298.0;0.006178;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Block;0;0;1;5367.0;BLOCK;1.42;-2.63;-17.52;6030.0;28270481.0;995241003.0;212272.0;0.0002131;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Nvidia Inu;0;0;1;1677.0;NINU;0.0;-2.77;-25.77;20255.0;126641629.0;7169798421.0;1146760.0;0.0001599;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Graphlinq Chain;1;0;0;692.0;GLQ;-0.37;4.63;-1.51;1750485.0;16126203.0;339999895.0;37014567.0;0.1086;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Defina Finance;0;1;0;2066.0;FINA;0.15;-8.43;-9.22;30644.0;10193465.0;67819855.0;205199.0;0.003006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
PenisGrow;0;0;1;6092.0;PENIS;0.35;30.56;-23.56;1255.0;2527806.0;69373586.0;34431.0;0.0004963;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WW3;0;0;1;2911.0;WW3;-9.6;5.57;22.37;568997.0;478250018.0;999995583.0;1189744.0;0.00119;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GamerCoin;0;1;0;425.0;GHX;-0.11;2.87;-13.73;2063920.0;13267926.0;649965123.0;99130975.0;0.1525;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
mouse in a cats world;0;0;1;3001.0;MOW;27.38;-38.25;-38.25;438007.0;138045483867.0;99999999999.0;317292.0;3,17E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Blast Frontiers;0;1;0;4061.0;BLAST;0.11;5.68;-23.04;55909.0;596808956.0;2400000000.0;224832.0;9,37E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Puma;0;0;1;3838.0;PUMA;1.8;21.31;-2.64;82553.0;190349115.0;100000000.0;43369.0;0.0004337;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Yield Guild Games;0;1;0;196.0;YGG;2.15;-0.37;-33.87;58943478.0;71181765.0;361785359.0;299903041.0;0.8296;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
REVV;0;1;0;958.0;REVV;-0.57;4.9;-17.61;1411230.0;114466824.0;1190694705.0;14697777.0;0.01233;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
BobaCat;0;0;1;3149.0;PSPS;8.17;11.31;-10.93;305731.0;7862913.0;577172773.0;22441999.0;0.03936;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Lola;0;0;1;6425.0;LOLA;1.79;3.97;-24.83;597.0;1555584.0;93972661.0;36086.0;0.000384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ewon Mucks;0;0;1;5833.0;EWON;0.91;3.64;-31.65;2181.0;5319663.0;1000000000.0;409902.0;0.0004099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Neged;0;0;1;4230.0;NEGED;2.43;26.19;-20.42;39827.0;34265950.0;705988456.0;820568.0;0.001162;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YUGE COIN;0;0;1;5093.0;YUGE;1.59;-0.27;-42.74;10908.0;12993226.0;998637444.0;838385.0;0.0008395;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Zus;1;0;0;4199.0;ZCN;-0.18;1.85;-12.31;42122.0;299253.0;115000000.0;16187011.0;0.1408;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Baby Musk;0;0;1;6244.0;BABYMUSK;0.72;4.97;-33.26;868.0;11435561.0;1000000000.0;75907.0;7,59E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BONK KONG;0;0;1;6126.0;BONKKONG;0.0;4.49;-21.74;1140.0;566087.0;42069000.0;84713.0;0.002014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BurgerCities;0;1;0;787.0;BURGER;0.34;-1.98;-38.31;5184180.0;10779236.0;53350193.0;25658895.0;0.4815;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Big Data Protocol;1;0;0;1056.0;BDP;0.35;0.14;-20.36;248287.0;1230849.0;52278856.0;10522378.0;0.2017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Miner Arena;0;1;0;3794.0;MINAR;0.18;-1.62;-18.08;90488.0;1205775.0;80000000.0;6003630.0;0.07505;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Byat;0;0;1;3730.0;BYAT;0.43;-4.66;-44.98;100435.0;853226025.0;3333333333.0;392373.0;0.0001177;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Xai;0;1;0;290.0;XAI;1.02;-1.69;-32.73;20454716.0;30169394.0;277118150.0;188683316.0;0.6809;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TheForce Trade;0;1;0;2264.0;FOC;0.0;1.58;-8.1;155.0;239765.0;80200000.0;51751.0;0.0006453;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Illuvium;0;1;0;181.0;ILV;1.42;5.28;-26.11;14065571.0;152801.0;3767377.0;347400936.0;92.05;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Memefi Toybox 404;0;0;1;6218.0;TOYBOX;0.0;-2.53;-17.92;936.0;13.0;8888.0;664274.0;74.74;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Token IN;0;1;0;1771.0;TIN;-1.56;13.74;-4.02;756356.0;8561379.0;8923801.0;788009.0;0.08835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
GIB;0;0;1;6049.0;GIB;-0.17;-3.67;-12.31;1359.0;2129490.0;1000000000.0;638359.0;0.0006384;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Cat of Elon;0;0;1;4483.0;ELONCAT;-0.43;0.05;-33.65;26030.0;22972608.0;999999952.0;1133083.0;0.001133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Pepe Community;0;0;1;2982.0;PEPE;0.92;2.87;-19.1;465695.0;365683642.0;941933976.0;1199545.0;0.001273;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Lithium;1;0;0;1143.0;LITH;0.31;-5.59;-3.74;750743.0;486527661.0;5242220240.0;8095600.0;0.001543;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Brett;0;0;1;219.0;BRETT;-0.26;12.56;-14.28;25416387.0;403028576.0;8554838671.0;537063861.0;0.06278;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Arkham;1;0;0;180.0;ARKM;0.87;7.71;2.85;109806653.0;62640255.0;204600000.0;357960931.0;1.76;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
inSure DeFi;1;0;0;349.0;SURE;0.0;0.93;-10.94;454671.0;87657607.0;26790063175.0;138957448.0;0.005187;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
BlockGames;0;1;0;2490.0;BLOCK;-0.73;-5.74;-38.33;8335516.0;47519094.0;125000000.0;21926753.0;0.1753;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Kingdomverse;0;1;0;4588.0;KING;-0.36;12.8;-25.33;22456.0;16736907.0;48625000.0;65242.0;0.001342;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
FLOKITA;0;0;1;3230.0;FLOKITA;0.67;1.66;-15.74;254723.0;14800591225.0;87868278370.0;1512243.0;1,72E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
YFDAI.FINANCE;1;0;0;2136.0;YF-DAI;-2.51;-0.82;6.92;45500.0;1246.0;3986.0;145516.0;36.53;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
CRYPTO;0;0;1;5612.0;CRYPTO;0.0;-7.64;-16.52;3577.0;594284.0;10000000.0;60185.0;0.006019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ben's Finale;0;0;1;6256.0;FINALE;0.0;-0.4;-14.68;846.0;217888525.0;55000000000.0;213643.0;3,88E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ethernity;0;1;0;447.0;ERN;0.86;-0.23;-29.46;3330640.0;750336.0;20577762.0;91428432.0;4.45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
PARSIQ;1;0;0;700.0;PRQ;2.92;3.24;-24.31;1650168.0;12044403.0;260256872.0;35640560.0;0.137;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Deri Protocol;1;0;0;1571.0;DERI;-0.04;0.37;5.19;58740.0;4161229.0;124695829.0;1763467.0;0.01412;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Cortex;1;0;0;532.0;CTXC;0.1;2.92;-12.36;5161579.0;16811159.0;220227761.0;67533052.0;0.3072;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Exeedme;0;1;0;1353.0;XED;0.23;2.03;-13.02;70772.0;1682339.0;91430976.0;3846550.0;0.04207;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
DSQ Solutions;0;0;1;7403.0;DSQ;0.0;0.51;-27.04;54.0;4913.0;70980131.0;780057.0;0.01099;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ZEBU;0;0;1;3674.0;ZEBU;2.87;4.76;-3.09;112090.0;127352660.0;1000000000.0;880152.0;0.0008802;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Uno Re;1;0;0;1331.0;UNO;0.28;5.85;-13.31;463535.0;8616088.0;78242153.0;4193239.0;0.0538;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Creo Engine;0;1;0;764.0;CREO;0.2;1.47;-15.87;1941423.0;20015575.0;290296616.0;28235249.0;0.09725;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Aether Games;0;1;0;1236.0;AEG;0.06;-6.45;-26.67;147998.0;1972861.0;80327000.0;6024946.0;0.07502;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Cryowar;0;1;0;1294.0;CWAR;-0.7;-1.33;-22.37;70069.0;3695328.0;260000000.0;4929584.0;0.01896;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0
Dawn Protocol;0;1;0;1849.0;DAWN;-0.15;3.66;7.66;7.0;909.0;74464266.0;565415.0;0.007593;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Apeiron;1;1;0;2496.0;APRS;0.38;1.46;-13.83;7574445.0;13033814.0;103000000.0;59857216.0;0.5841;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UPTOS;0;0;1;2960.0;UPTOS;0.41;27.89;-40.3;485881.0;4795013643.0;88888888888.0;9007161.0;0.0001022;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Astrafer;0;1;0;557.0;ASTRAFER;0.0;0.55;2.73;205.0;542.0;156417090.0;59126713.0;0.378;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Rex;0;0;1;3621.0;REX;1.93;12.1;-31.11;120675.0;58416315.0;99999999.0;206578.0;0.002066;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
pepecoin on SOL;0;0;1;5747.0;PEPE;0.88;2.49;-31.85;2638.0;8079608.0;419792749.0;137061.0;0.0003265;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DexCheck AI;1;0;0;811.0;DCK;0.22;2.21;-8.12;1380538.0;19583125.0;339422186.0;23887585.0;0.07045;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
SOCOLA INU;0;0;1;7427.0;SOCOLA;0.0;2.71;-30.06;51.0;4611093.0;1000000000.0;11094.0;1,11E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Gomining;0;1;0;351.0;GMT;-0.03;-0.74;0.13;5266371.0;15706610.0;401643157.0;134935812.0;0.336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
EpiK Protocol;1;0;0;3365.0;AIEPK;0.07;2.9;-13.4;186064.0;16771858.0;400000000.0;4437534.0;0.01109;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
ApeBond;1;0;0;1384.0;ABOND;1.07;-1.04;-22.93;62261.0;2655691.0;144282792.0;3381994.0;0.02344;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Heroes & Empires;0;1;0;4046.0;HE;1.04;1.68;-2.24;56804.0;57025779.0;139794670.0;139251.0;0.0009961;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ultra;0;1;0;541.0;UOS;-0.11;-0.35;-24.33;1161924.0;6831696.0;369087328.0;62754863.0;0.1701;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Sociapol;0;1;0;3911.0;SPOL;0.13;-3.29;7.17;72036.0;642371997.0;3630000000.0;407073.0;0.0001121;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Numeraire;1;0;0;324.0;NMR;-0.32;7.09;-11.34;7759621.0;303343.0;6278303.0;160387047.0;25.56;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;1
Wolf Wif;0;0;1;2715.0;BALLZ;4.43;0.3;-14.47;1192711.0;128181930.0;1000000000.0;9304833.0;0.009305;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Epep;0;0;1;3561.0;EPEP;5.39;8.88;-33.14;131967.0;76252383.0;949850957.0;1643873.0;0.001731;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Bitcoin Cats;0;1;0;2478.0;1CAT;0.3;-0.23;-27.36;10635950.0;1819956158.0;5000000000.0;29220347.0;0.005844;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Tip Inu;0;0;1;5119.0;TIPINU;0.31;-24.4;-46.43;10588.0;18912784.0;420000000.0;235121.0;0.0005598;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Gold Fever;0;1;0;3775.0;NGL;1.02;-0.05;-23.57;92181.0;918844.0;40883146.0;4101507.0;0.1003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Saito;0;1;0;939.0;SAITO;-0.45;0.58;-6.6;203029.0;25550060.0;1979292275.0;15730650.0;0.007946;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Vectorspace AI;1;0;0;690.0;VXV;-0.51;4.9;-12.48;231933.0;311867.0;49917054.0;37123326.0;0.7437;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Sealwifhat;0;0;1;3215.0;SI;-3.81;-15.04;-45.69;261339.0;279697895.0;983152451.0;918622.0;0.0009355;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Polychain Monsters;0;1;0;1615.0;PMON;-1.02;-1.29;-28.05;31748.0;74476.0;3410185.0;1453900.0;0.4264;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
Dubbz;0;1;0;3409.0;DUBBZ;1.32;12.51;-20.76;174012.0;78967.0;10000000.0;22036115.0;2.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
The Crypto Prophecies;0;1;0;2189.0;TCP;-0.98;-47.15;-12.47;26743.0;29590093.0;116782511.0;105326.0;0.0009038;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Lush AI;1;0;0;1179.0;LUSH;0.67;1.71;-50.4;12797.0;8260426.0;4773886658.0;7395825.0;0.001549;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Cope;0;0;1;5705.0;COPE;0.0;-2.63;-20.87;2894.0;683939052.0;62100000000.0;262811.0;4,23E-03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Melania Trump;0;0;1;5201.0;MELANIA;-0.03;-17.48;-33.6;8773.0;742557.0;47000000.0;555306.0;0.01182;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
TMRW Coin;0;0;1;5791.0;TMRW;1.75;-2.63;-46.56;2346.0;14506222.0;860000000.0;139073.0;0.0001617;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Zero1 Labs;1;0;0;640.0;DEAI;-0.25;-5.23;-24.18;3287936.0;6630716.0;91221244.0;45324954.0;0.4958;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Dimitra;1;0;0;484.0;DMTR;-0.13;8.47;-5.8;1243547.0;7433106.0;486503182.0;81418218.0;0.1675;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Beam;0;1;0;61.0;BEAM;0.4;1.52;-15.32;33173759.0;1253755155.0;52951176339.0;1398307513.0;0.02641;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0
LERNITAS;0;0;1;4772.0;2192;0.17;-9.22;-29.14;17029.0;10563494.0;2152774042.0;3470436.0;0.001612;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
WifStash Coin;0;0;1;5359.0;WIF~;0.99;2.45;-19.88;6307.0;14923585.0;1000000000.0;422646.0;0.0004219;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Ducker;0;0;1;5070.0;DUCKER;0.0;7.75;15.65;11443.0;2744126723.0;69420911007.0;289474.0;4.17e-06;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
GPU Inu;0;0;1;5177.0;GPUINU;1.69;6.55;-16.07;9177.0;375517527.0;10000000000.0;244377.0;2,44E-02;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
DUKO;0;0;1;944.0;DUKO;13.79;67.14;-1.27;2232072.0;1411927986.0;9663955990.0;15283724.0;0.001582;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Matr1x Fire;0;1;0;1083.0;FIRE;0.87;-3.17;-0.65;12219912.0;11301892.0;8948412.0;9687052.0;1.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Hashflow;0;1;0;383.0;HFT;0.87;0.27;-24.05;15713208.0;51388873.0;386489713.0;118176036.0;0.3059;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Neos Credits;0;1;0;5252.0;NCR;0.0;-0.52;-1.17;7839.0;32817.0;39428414.0;9417993.0;0.2389;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Cats Of Sol;0;0;1;3312.0;COS;-0.91;5.42;-39.56;208281.0;12662085.0;100000000.0;1644920.0;0.01645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Aavegotchi;0;1;0;414.0;GHST;-0.39;-2.69;-17.21;32079283.0;16075795.0;52747801.0;105174202.0;1.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Captain Tsubasa;0;1;0;1234.0;TSUGT;0.02;-0.52;-1.21;90352.0;2676887.0;178880147.0;6038136.0;0.03375;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
EGGY;0;0;1;2702.0;EGGY;-0.12;-57.59;-41.38;1235590.0;540506159.0;100000000.0;228599.0;0.002286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
